,country,year,iso_code,gdp_p_cap,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
783,Luxembourg,1995,LUX,65358,408145,16736430080,0.434,1.064,9.152,-2.391,-20.71,22.423,0.547,0.27,2.705,6.626,9.152,22.423,0.547,9.831,504.262,346.02,0,20.732,127.298,0.381,83143.5,2.028,0,0,1.343,3.29,23.521,21.953,0.6,1.47,0.31,0.76,4.603,11.277,0.165,0.067,33.935,0.07,0.04,0.03,0.07,0.05,0.07,0,0.02,0.04,0.01,0,0.03,0.05,0.03,8.96,9.6,0,0
784,Luxembourg,2000,LUX,81690,436106,21906683904,0.492,1.127,8.71,0.582,7.16,19.972,0.398,0.234,0.471,1.08,7.713,17.685,0.352,12.103,546.532,351.355,0,28.336,154.03,0.707,85309.992,1.698,0,0,1.609,3.69,21.646,20.362,0.59,1.353,0.26,0.596,6.07,13.919,0.156,0.068,37.204,0.07,0.03,0.01,0.07,0.05,0.07,0,0.02,0.04,0.02,0,0.03,0.06,0.03,8.88,9.44,-0.997,-11.45
785,Luxembourg,2005,LUX,88610,457848,24847697920,0.42,0.916,12.087,0.258,2.18,26.4,0.486,0.23,0.377,0.824,14.558,31.797,0.586,14.211,600.097,353.306,0.001,40.921,190.61,1.05,114782.57,2.115,0,0,2.829,6.179,28.175,27.04,0.57,1.245,0.37,0.808,8.392,18.33,0.151,0.069,52.553,0.04,0.04,0,0.06,0.05,0.06,0,0.03,0.05,0.02,0,0.05,0.08,0.03,12.38,12.9,2.471,20.44
786,Luxembourg,2010,LUX,91743,507890,27499366400,0.371,0.73,11.207,0.569,5.35,22.066,0.407,0.224,0.332,0.654,25.202,49.622,0.916,16.147,656.363,355.211,0.001,54.703,228.907,1.394,98674.391,1.822,0,0,2.842,5.595,23.706,22.682,0.58,1.142,0.37,0.729,7.593,14.949,0.138,0.07,50.116,0.03,0.03,0,0.06,0.05,0.06,0,0.03,0.05,0.02,0,0.05,0.07,0.03,11.52,12.04,13.995,124.87
787,Luxembourg,2015,LUX,93727,566741,31975024640,0.329,0.581,9.348,-0.488,-4.96,16.494,0.292,0.218,0.288,0.508,23.652,41.733,0.74,17.979,707.837,356.662,0.001,65.613,265.845,1.737,75933.211,1.346,0,0,1.828,3.226,17.856,17.433,0.56,0.988,0.36,0.635,6.826,12.044,0.134,0.076,43.034,0.02,0.03,0,0.05,0.05,0.05,0,0.03,0.05,0.02,0,0.03,0.06,0.03,9.88,10.12,14.304,153.02
794,Madagascar,1990,MDG,1653,11598647,14680679424,0.025,0.002,0.93,0.004,0.41,0.08,0.063,0.19,0.033,0.003,1.331,0.115,0.091,0.771,31.955,1.917,NA,NA,29.267,NA,422.211,0.334,NA,NA,NA,NA,2.21,4.74,16.89,1.456,8.44,0.728,0.872,0.075,NA,NA,4.897,0,0,0,0.01,0,0,NA,NA,0.01,NA,NA,NA,0.01,NA,54.98,25.63,0.402,43.21
795,Madagascar,1995,MDG,1400,13475403,15289518080,0.016,0.001,1.288,0.04,3.23,0.096,0.084,0.203,0.026,0.002,1.735,0.129,0.113,0.878,37.488,2.078,NA,NA,34.532,NA,469.956,0.414,NA,NA,NA,NA,1.967,4.15,17.09,1.268,8.62,0.64,1.246,0.092,NA,NA,6.333,0,0.01,0,0.01,0,0,NA,NA,0.01,NA,NA,NA,0.01,NA,55.92,26.51,0.447,34.73
796,Madagascar,2000,MDG,1444,15766806,19464169472,0.021,0.001,1.867,0.05,2.73,0.118,0.096,0.195,0.026,0.002,2.257,0.143,0.116,0.967,45.847,2.217,NA,NA,42.663,NA,608.06,0.493,NA,NA,NA,NA,1.678,3.523,16.94,1.074,7.88,0.5,1.821,0.116,NA,NA,9.587,0,0.01,0,0.01,0,0,NA,NA,0.01,NA,NA,NA,0.02,NA,55.54,26.45,0.39,20.87
797,Madagascar,2005,MDG,1390,18336722,23144978432,0.059,0.003,1.727,-0.063,-3.53,0.094,0.075,0.176,0.044,0.002,3.312,0.181,0.143,1.207,54.012,2.364,NA,NA,50.441,NA,533.94,0.423,NA,NA,NA,NA,1.524,2.768,17.72,0.966,9.11,0.497,1.623,0.089,NA,NA,9.791,0.01,0.01,0,0.01,0,0,NA,NA,0.01,NA,NA,NA,0.01,NA,50.76,27.94,1.585,91.81
798,Madagascar,2010,MDG,1386,21151640,28135004160,0.062,0.003,1.872,0.165,9.7,0.089,0.067,0.184,0.106,0.005,3.406,0.161,0.121,1.548,62.762,2.606,NA,NA,58.608,NA,482.105,0.362,NA,NA,NA,NA,1.336,2.423,18.04,0.853,8.93,0.422,1.704,0.081,NA,NA,10.197,0,0.01,0,0.01,0,0,NA,NA,0.01,NA,NA,NA,0.02,NA,51.25,28.25,1.534,81.97
799,Madagascar,2015,MDG,1377,24234080,32385245184,0.058,0.002,3.231,0.07,2.2,0.133,0.1,0.192,1.052,0.043,4.654,0.192,0.144,1.918,77.499,6.909,NA,NA,68.672,NA,693.967,0.519,NA,NA,NA,NA,1.169,1.629,16.32,0.673,9.04,0.373,2.121,0.087,NA,NA,16.818,0,0.01,0.01,0.01,0.01,0,NA,NA,0.01,NA,NA,NA,0.02,NA,39.48,28.34,1.422,44.02
800,Malawi,1990,MWI,747,9404499,8210711040,0.041,0.004,0.74,0.182,32.61,0.079,0.09,0.157,0.18,0.019,1.519,0.162,0.185,1.161,19.628,6.835,NA,NA,11.632,NA,500.457,0.573,NA,NA,NA,NA,0.338,1.241,1.53,0.163,1.45,0.154,0.519,0.055,NA,NA,4.707,0.01,0,0,0.01,0,0,NA,NA,0,NA,NA,NA,0.01,NA,11.67,3.18,0.778,105.16
801,Malawi,1995,MWI,826,9844418,9062586368,0.057,0.006,0.907,0.003,0.38,0.092,0.1,0.154,0.176,0.018,1.813,0.184,0.2,1.414,23.89,7.703,NA,NA,14.772,NA,599.126,0.651,NA,NA,NA,NA,0.338,1.201,1.46,0.148,1.44,0.146,0.674,0.068,NA,NA,5.898,0.01,0,0,0.01,0,0,NA,NA,0,NA,NA,NA,0.01,NA,11.82,3.33,0.906,99.96
802,Malawi,2000,MWI,884,11148751,10965810176,0.063,0.006,0.865,-0.057,-6.14,0.078,0.079,0.127,0.169,0.015,1.764,0.158,0.161,1.716,28.453,8.578,NA,NA,18.159,NA,610.933,0.621,NA,NA,NA,NA,0.348,1.086,1.57,0.141,1.53,0.137,0.634,0.057,NA,NA,6.811,0.01,0,0,0.01,0,0,NA,NA,0,NA,NA,NA,0.01,NA,12.11,3.88,0.899,103.84
803,Malawi,2005,MWI,868,12625950,12058077184,0.066,0.005,0.905,-0.007,-0.81,0.072,0.075,0.125,0.158,0.013,1.945,0.154,0.161,2.01,32.81,9.367,NA,NA,21.433,NA,571.006,0.598,NA,NA,NA,NA,0.353,1.043,1.98,0.157,2.08,0.165,0.682,0.054,NA,NA,7.209,0.01,0,0,0.01,0,0,NA,NA,0.01,NA,NA,NA,0.01,NA,13.17,4.46,1.04,114.93
804,Malawi,2010,MWI,1078,14539609,16885784576,0.072,0.005,1.025,-0.068,-6.21,0.071,0.061,0.108,0.169,0.012,2.703,0.186,0.16,2.408,37.902,10.14,NA,NA,25.353,NA,649.828,0.56,NA,NA,NA,NA,0.437,1.043,2.68,0.184,3.12,0.215,0.784,0.054,NA,NA,9.448,0.01,0,0,0.01,0,0,NA,NA,0.01,NA,NA,NA,0.01,NA,15.16,6.35,1.678,163.71
805,Malawi,2015,MWI,1143,16745305,20572940288,0.108,0.007,1.12,0.099,9.71,0.067,0.054,0.116,0.227,0.014,2.841,0.17,0.138,2.898,43.477,11.25,NA,NA,29.329,NA,575.088,0.468,NA,NA,NA,NA,0.485,0.998,3.31,0.198,3.76,0.225,0.784,0.047,NA,NA,9.63,0.01,0,0,0.01,0,0,NA,NA,0.01,NA,NA,NA,0.01,NA,16.71,8.12,1.721,153.74
806,Malaysia,1990,MYS,10557,18029824,143192113152,3.244,0.18,54.269,4.185,8.36,3.01,0.379,0.211,5.412,0.3,65.821,3.651,0.46,32.494,823.751,58.474,55.314,46.427,631.042,NA,13365.938,1.683,3.063,0.17,6.837,0.379,4.458,10.933,20.99,1.164,7.13,0.395,35.713,1.981,NA,NA,240.986,0.65,0.24,0.06,0.27,0.1,0.01,0.68,0.06,0.23,NA,1.21,0.18,0.39,NA,197.12,80.38,11.552,21.29
807,Malaysia,1995,MYS,14607,20487604,233476947968,4.285,0.209,113.934,23.303,25.71,5.561,0.488,0.285,6.331,0.309,100.054,4.884,0.428,50.869,1253.78,88.819,77.979,162.15,873.963,NA,19423.998,1.704,5.423,0.265,42.008,2.05,5.651,11.339,24.13,1.178,7.58,0.37,55.887,2.728,NA,NA,397.951,0.68,0.49,0.07,0.34,0.14,0.02,0.83,0.16,0.28,NA,2.31,1,0.6,NA,232.31,115.78,-13.879,-12.18
808,Malaysia,2000,MYS,16304,23194252,305415979008,6.588,0.284,126.203,17.912,16.54,5.441,0.413,0.207,7.874,0.34,111.386,4.802,0.365,78.258,1838.039,122.297,109.145,357.413,1170.927,NA,26355.453,2.002,5.917,0.255,49.671,2.141,6.854,11.719,26.15,1.127,8.87,0.382,56.153,2.421,NA,NA,611.295,0.92,0.5,0.09,0.43,0.18,0.02,1.03,0.29,0.32,NA,2.19,1.05,0.55,NA,271.82,158.98,-14.817,-11.74
809,Malaysia,2005,MYS,18555,25690616,397908672512,8.062,0.314,181.333,10.231,5.98,7.058,0.456,0.223,26.11,1.016,150.837,5.871,0.379,116.2,2616.101,220.815,145.14,640.198,1493.749,NA,32505.691,2.099,14.282,0.556,64.08,2.494,8.201,12.767,33.27,1.295,11.52,0.448,68.799,2.678,NA,NA,835.091,0.84,0.61,0.23,0.51,0.22,0.04,1.2,0.44,0.36,NA,4.3,1.19,0.62,NA,328,210.7,-30.496,-16.82
810,Malaysia,2010,MYS,21036,28208028,514171994112,7.413,0.263,215.935,15.222,7.58,7.655,0.42,0.232,55.337,1.962,192.083,6.81,0.374,157.811,3595.975,417.341,209.659,974.065,1837.099,NA,33061.828,1.814,19.002,0.674,60.808,2.156,8.877,13.13,34.63,1.228,13.01,0.461,73.375,2.601,NA,NA,932.609,0.59,0.65,0.4,0.56,0.27,0.07,1.51,0.55,0.39,NA,5.18,0.98,0.65,NA,370.38,250.39,-23.852,-11.05
811,Malaysia,2015,MYS,25390,30270964,670135287808,8.981,0.297,231.844,-12.989,-5.31,7.659,0.346,0.209,66.318,2.191,236.237,7.804,0.352,202.628,4747.345,714.928,247.355,1347.186,2235.248,NA,36812.398,1.663,3.144,0.104,77.211,2.551,9.699,6.195,38.16,1.261,13.24,0.437,76.189,2.517,NA,NA,1114.347,0.62,0.65,0.45,0.57,0.31,0.1,1.58,0.65,0.42,NA,0.84,1.14,0.64,NA,187.53,293.61,4.393,1.89
812,Maldives,1990,MDV,NA,223159,NA,NA,NA,0.172,0.048,38.24,0.772,NA,0.408,NA,NA,NA,NA,NA,NA,0.967,NA,NA,NA,0.967,NA,1890.697,NA,NA,NA,NA,NA,0.896,0.896,0.04,0.179,0,0,0.172,0.772,NA,NA,0.422,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0.2,0.2,NA,NA
813,Maldives,1995,MDV,7777,254144,NA,NA,NA,0.249,0.051,25.93,0.98,NA,0.183,NA,NA,NA,NA,NA,NA,1.997,NA,NA,NA,1.997,NA,5355.789,NA,NA,NA,NA,NA,1.259,1.259,0.05,0.197,0,0,0.249,0.98,NA,NA,1.361,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0.32,0.32,NA,NA
814,Maldives,2000,MDV,9803,279396,NA,NA,NA,0.451,0.029,6.96,1.613,NA,0.157,NA,NA,NA,NA,NA,NA,3.789,NA,NA,NA,3.789,NA,10243,NA,NA,NA,NA,NA,1.969,1.969,0.06,0.215,0.01,0.036,0.451,1.613,NA,NA,2.862,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0.55,0.55,NA,NA
815,Maldives,2005,MDV,9252,319604,NA,NA,NA,0.601,-0.066,-9.89,1.88,NA,0.203,NA,NA,NA,NA,NA,NA,6.617,NA,NA,NA,6.617,NA,9243.067,NA,NA,NA,NA,NA,2.597,2.597,0.07,0.219,0.01,0.031,0.601,1.88,NA,NA,2.954,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0.01,NA,0.83,0.83,NA,NA
816,Maldives,2010,MDV,11965,365730,NA,NA,NA,0.934,0.051,5.81,2.555,NA,0.206,NA,NA,NA,NA,NA,NA,10.816,NA,NA,NA,10.816,NA,12382.656,NA,NA,NA,NA,NA,3.062,3.062,0.09,0.246,0.01,0.027,0.934,2.555,NA,NA,4.529,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0.01,NA,1.12,1.12,NA,NA
817,Maldives,2015,MDV,12684,454914,NA,NA,NA,1.312,-0.004,-0.28,2.883,NA,0.199,NA,NA,NA,NA,NA,NA,16.631,NA,NA,NA,16.631,NA,14466.546,NA,NA,NA,NA,NA,3.649,3.649,0.11,0.242,0.01,0.022,1.312,2.883,NA,NA,6.581,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0.01,NA,1.66,1.66,NA,NA
818,Mali,1990,MLI,1274,8449915,9628796928,0.008,0.001,0.422,0.006,1.53,0.05,0.044,0.17,NA,NA,NA,NA,NA,0.252,9.277,NA,NA,NA,9.024,NA,293.496,0.258,NA,NA,NA,NA,1.78,2.028,10.38,1.228,6.74,0.798,0.414,0.049,NA,NA,2.48,0,0,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,17.14,15.04,NA,NA
819,Mali,1995,MLI,1313,9585660,10736651264,0.005,0.001,0.595,0.047,8.54,0.062,0.055,0.219,NA,NA,NA,NA,NA,0.288,11.812,NA,NA,NA,11.523,NA,283.267,0.253,NA,NA,NA,NA,1.648,1.865,10.88,1.135,6.96,0.726,0.59,0.062,NA,NA,2.715,0,0,NA,0,0,NA,NA,NA,0,NA,NA,NA,0.01,NA,17.88,15.8,NA,NA
820,Mali,2000,MLI,1466,10946448,12490369024,NA,NA,1.066,0.095,9.81,0.097,0.085,0.242,NA,NA,NA,NA,NA,NA,16.156,NA,NA,NA,15.85,NA,402.227,0.353,NA,NA,NA,NA,1.981,2.207,13.85,1.265,8.75,0.799,1.066,0.097,NA,NA,4.403,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0.01,NA,24.16,21.68,NA,NA
821,Mali,2005,MLI,1764,12775509,16700208128,NA,NA,1.455,0.048,3.39,0.114,0.087,0.27,NA,NA,NA,NA,NA,NA,22.634,NA,NA,NA,22.328,NA,421.662,0.323,NA,NA,NA,NA,1.996,1.996,14.37,1.125,9.29,0.727,1.455,0.114,NA,NA,5.387,NA,0,NA,NA,0,NA,NA,NA,0.01,NA,NA,NA,0.01,NA,25.5,25.5,NA,NA
822,Mali,2010,MLI,1875,15049352,20054726656,NA,NA,2.088,0.202,10.68,0.139,0.104,0.179,NA,NA,NA,NA,NA,NA,31.889,NA,NA,NA,31.584,NA,773.152,0.58,NA,NA,NA,NA,2.05,2.05,17.02,1.131,10.67,0.709,2.088,0.139,NA,NA,11.635,NA,0.01,NA,NA,0,NA,NA,NA,0.01,NA,NA,NA,0.02,NA,30.85,30.85,NA,NA
823,Mali,2015,MLI,1922,17438772,23621842944,0.244,0.014,3.271,0.172,5.54,0.188,0.139,0.19,NA,NA,NA,NA,NA,0.976,45.718,NA,NA,NA,44.741,NA,989.607,0.731,NA,NA,NA,NA,2.039,2.039,19.14,1.098,12,0.688,3.026,0.174,NA,NA,17.258,0.02,0.01,NA,0,0,NA,NA,NA,0.01,NA,NA,NA,0.03,NA,35.55,35.55,NA,NA
824,Malta,1990,MLT,16162,362017,4761399808,NA,NA,2.408,0.239,11.04,6.653,0.506,0.297,0.71,1.96,3.353,9.262,0.704,NA,32.263,4.032,NA,0,28.229,0.001,22392.525,1.703,NA,NA,0,0,6.989,6.989,0.15,0.414,0.06,0.166,1.697,4.689,0.004,0.001,8.106,NA,0.01,0.01,NA,0,0,NA,0,0.01,0,NA,0,0.02,0,2.53,2.53,0.945,39.22
825,Malta,1995,MLT,19805,376893,6229765120,NA,NA,2.46,-0.209,-7.85,6.528,0.395,0.25,0.123,0.326,3.661,9.714,0.588,NA,44.854,6.407,NA,0,38.438,0.009,26114.699,1.58,NA,NA,0,0,6.978,6.978,0.18,0.478,0.07,0.186,2.336,6.197,0.004,0.002,9.842,NA,0.01,0,NA,0,0,NA,0,0.01,0,NA,0,0.03,0,2.63,2.63,1.201,48.81
826,Malta,2000,MLT,24602,393649,8014503936,NA,NA,2.546,-0.082,-3.12,6.466,0.318,0.138,0,0,4.679,11.887,0.584,NA,57.737,6.407,NA,0.001,51.316,0.013,47033.461,2.31,NA,NA,0,0,6.122,6.122,0.22,0.559,0.06,0.152,2.545,6.466,0.001,0,18.515,NA,0.01,0,NA,0.01,0,NA,0,0.01,0,NA,0,0.02,0,2.41,2.41,2.134,83.83
827,Malta,2005,MLT,26321,404659,8894058496,NA,NA,2.654,-0.192,-6.75,6.559,0.298,0.128,0,0,4.368,10.794,0.491,NA,71.59,6.408,NA,0.001,65.167,0.014,51187.152,2.329,NA,NA,0,0,7.364,7.364,0.26,0.643,0.06,0.148,2.654,6.559,0,0,20.713,NA,0.01,0,NA,0.01,0,NA,0,0.02,0,NA,0,0.02,0,2.98,2.98,1.714,64.56
828,Malta,2010,MLT,28340,414257,9849064448,NA,NA,2.58,0.047,1.85,6.227,0.262,0.085,0,0,5.443,13.139,0.553,NA,84.853,6.408,NA,0.001,78.43,0.014,73337.344,3.085,NA,NA,0,0,7.266,7.242,0.22,0.531,0.06,0.145,2.579,6.226,0,0,30.381,NA,0.01,0,NA,0.01,0,NA,0,0.02,0,NA,0,0.02,0,3,3.01,2.863,111.01
829,Malta,2015,MLT,34485,433559,12842327040,NA,NA,1.741,-0.707,-28.89,4.016,0.136,0.06,0,0,5.172,11.93,0.403,NA,96.824,6.408,NA,0.001,90.393,0.022,67536.969,2.28,NA,NA,0,0,5.028,5.028,0.21,0.484,0.07,0.161,1.739,4.011,0.004,0.002,29.281,NA,0,0,NA,0.01,0,NA,0,0.02,0,NA,0,0.01,0,2.18,2.18,3.431,197.09
830,Marshall Islands,1990,MHL,2910,47265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.635,0.635,0.02,0.423,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.03,NA,NA
831,Marshall Islands,1995,MHL,3550,50454,NA,NA,NA,0.088,0.004,4.35,1.743,NA,NA,NA,NA,NA,NA,NA,NA,0.333,NA,NA,NA,0.333,NA,NA,NA,NA,NA,NA,NA,2.378,2.378,0.03,0.595,0,0,0.088,1.743,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0.12,0.12,NA,NA
832,Marshall Islands,2000,MHL,2974,50754,NA,NA,NA,0.099,0.011,12.5,1.949,NA,NA,NA,NA,NA,NA,NA,NA,0.788,NA,NA,NA,0.788,NA,NA,NA,NA,NA,NA,NA,2.561,2.561,0.03,0.591,0,0,0.099,1.949,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0.13,0.13,NA,NA
833,Marshall Islands,2005,MHL,3048,55257,NA,NA,NA,0.114,-0.004,-3.12,2.056,NA,NA,NA,NA,NA,NA,NA,NA,1.337,NA,NA,NA,1.337,NA,NA,NA,NA,NA,NA,NA,3.077,3.077,0.03,0.543,0,0,0.114,2.056,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0.17,0.17,NA,NA
834,Marshall Islands,2010,MHL,3236,56361,NA,NA,NA,0.136,0.004,2.78,2.405,NA,NA,NA,NA,NA,NA,NA,NA,1.979,NA,NA,NA,1.979,NA,NA,NA,NA,NA,NA,NA,3.194,3.194,0.03,0.532,0,0,0.136,2.405,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0.18,0.18,NA,NA
835,Marshall Islands,2015,MHL,3382,57444,NA,NA,NA,0.143,0,0,2.488,NA,NA,NA,NA,NA,NA,NA,NA,2.678,NA,NA,NA,2.678,NA,NA,NA,NA,NA,NA,NA,3.308,3.308,0.03,0.522,0,0,0.143,2.488,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0.19,0.19,NA,NA
842,Mauritania,1990,MRT,2801,2034347,2908675072,NA,NA,0.854,-1.949,-69.54,0.42,0.294,0.214,0.015,0.007,NA,NA,NA,NA,21.5,0.352,NA,NA,21.148,NA,1956.873,1.369,NA,NA,NA,NA,3.328,3.524,3.99,1.961,1.84,0.904,0.839,0.412,NA,NA,3.981,NA,0,0,NA,0,0,NA,NA,0.01,NA,NA,NA,0.01,NA,7.17,6.77,NA,NA
843,Mauritania,1995,MRT,2878,2313630,3768651776,NA,NA,1.015,0.059,6.13,0.439,0.269,0.073,0.011,0.005,NA,NA,NA,NA,26.172,0.422,NA,NA,25.75,NA,6042.633,3.71,NA,NA,NA,NA,3.06,3.233,4.08,1.763,1.83,0.791,1.004,0.434,NA,NA,13.98,NA,0,0,NA,0,0,NA,NA,0.01,NA,NA,NA,0.01,NA,7.48,7.08,NA,NA
844,Mauritania,2000,MRT,2834,2630217,4838789632,NA,NA,1.114,0.018,1.67,0.424,0.23,0.221,NA,NA,NA,NA,NA,NA,31.591,NA,NA,NA,31.155,NA,1917.733,1.042,NA,NA,NA,NA,3.494,3.646,5.26,2,2.66,1.011,1.114,0.424,NA,NA,5.044,NA,0,NA,NA,0,NA,NA,NA,0.01,NA,NA,NA,0.01,NA,9.59,9.19,NA,NA
845,Mauritania,2005,MRT,3091,3024198,6728916992,NA,NA,1.436,0.051,3.7,0.475,0.213,0.221,NA,NA,NA,NA,NA,NA,38.124,NA,NA,NA,37.687,NA,2153.938,0.968,NA,NA,NA,NA,3.194,3.323,5.5,1.819,2.64,0.873,1.436,0.475,NA,NA,6.514,NA,0,NA,NA,0,NA,NA,NA,0.01,NA,NA,NA,0.01,NA,10.05,9.66,NA,NA
846,Mauritania,2010,MRT,3426,3494200,9559709696,NA,NA,1.96,0,0,0.561,0.205,0.224,NA,NA,NA,NA,NA,NA,46.877,NA,NA,NA,46.441,NA,2506.248,0.916,NA,NA,NA,NA,3.154,3.268,5.71,1.634,2.88,0.824,1.96,0.561,NA,NA,8.757,NA,0.01,NA,NA,0,NA,NA,NA,0.01,NA,NA,NA,0.02,NA,11.42,11.02,NA,NA
847,Mauritania,2015,MRT,3723,4046304,12316128256,NA,NA,2.924,0.425,17.01,0.723,0.237,0.255,NA,NA,NA,NA,NA,NA,58.785,NA,NA,NA,58.349,NA,2837.014,0.932,NA,NA,NA,NA,3.245,3.344,6.39,1.579,3.16,0.781,2.924,0.723,NA,NA,11.479,NA,0.01,NA,NA,0,NA,NA,NA,0.01,NA,NA,NA,0.02,NA,13.53,13.13,NA,NA
848,Mauritius,1990,MUS,7581,1055869,12196699136,NA,NA,1.462,0.41,39.02,1.385,0.12,0.184,0.198,0.187,2.56,2.425,0.21,NA,20.068,1.644,NA,NA,18.423,NA,7524.712,0.651,NA,NA,NA,NA,2.178,2.159,0.9,0.852,0.23,0.218,1.264,1.197,NA,NA,7.945,NA,0.01,0,NA,0,0,NA,NA,0.01,NA,NA,NA,0.01,NA,2.28,2.3,1.099,75.14
849,Mauritius,1995,MUS,9077,1128676,14115228672,NA,NA,1.828,0.205,12.64,1.62,0.13,0.177,0.168,0.149,3.329,2.949,0.236,NA,28.521,2.438,NA,NA,26.082,NA,9164.354,0.733,NA,NA,NA,NA,2.463,2.445,0.95,0.842,0.26,0.23,1.66,1.471,NA,NA,10.344,NA,0.01,0,NA,0,0,NA,NA,0.01,NA,NA,NA,0.02,NA,2.76,2.78,1.5,82.06
850,Mauritius,2000,MUS,11282,1185147,16925978624,NA,NA,2.689,0.264,10.88,2.269,0.159,0.167,0.594,0.501,4.385,3.7,0.259,NA,39.751,3.746,NA,NA,36.004,NA,13558.861,0.949,NA,NA,NA,NA,3.637,3.62,1.41,1.19,0.3,0.253,2.096,1.768,NA,NA,16.069,NA,0.01,0.01,NA,0,0,NA,NA,0.01,NA,NA,NA,0.02,NA,4.29,4.31,1.696,63.06
851,Mauritius,2005,MUS,12877,1222010,18300743680,NA,NA,3.294,0.205,6.64,2.695,0.18,0.181,0.851,0.696,4.592,3.758,0.251,NA,54.938,7.441,NA,NA,47.497,NA,14877.294,0.993,NA,NA,NA,NA,3.961,4.026,1.51,1.236,0.27,0.221,2.443,1.999,NA,NA,18.18,NA,0.01,0.01,NA,0,0,NA,NA,0.01,NA,NA,NA,0.02,NA,4.92,4.84,1.298,39.41
852,Mauritius,2010,MUS,15938,1247953,21054191616,NA,NA,3.913,0.205,5.53,3.136,0.186,0.186,1.572,1.26,5.077,4.068,0.241,NA,73.639,14.424,NA,NA,59.215,NA,16881.006,1.001,NA,NA,NA,NA,4.64,4.704,1.7,1.362,0.25,0.2,2.341,1.876,NA,NA,21.067,NA,0.01,0.01,NA,0.01,0,NA,NA,0.01,NA,NA,NA,0.02,NA,5.87,5.79,1.163,29.73
853,Mauritius,2015,MUS,18879,1259457,24548311040,NA,NA,4.21,0.004,0.09,3.343,0.171,0.178,1.685,1.338,5.195,4.125,0.212,NA,94.004,22.608,NA,NA,71.395,NA,18735.807,0.961,NA,NA,NA,NA,5.066,5.066,1.86,1.477,0.22,0.175,2.524,2.004,NA,NA,23.597,NA,0.01,0.01,NA,0.01,0,NA,NA,0.01,NA,NA,NA,0.02,NA,6.38,6.38,0.985,23.39
860,Mexico,1990,MEX,13580,83943136,823577542656,10.736,0.128,317.042,-6.438,-1.99,3.777,0.385,0.25,15.895,0.189,321.138,3.826,0.39,190.762,7325.126,403.387,285.876,1016.227,5428.875,NA,15161.291,1.545,1.847,0.022,52.923,0.631,4.786,5.078,93.84,1.118,38.69,0.461,235.642,2.807,NA,NA,1272.686,2.15,1.39,0.18,1.57,0.91,0.09,3.5,1.3,2.02,NA,0.73,1.38,2.56,NA,426.29,401.75,4.096,1.29
